timestamp,deviceID,site,pressure
2022-11-04 15:36:48,60241,Hunumulla,544
2022-11-04 15:36:54,60210,Midland,237
2022-11-04 15:37:01,59584,Pitipana,8975
2022-11-04 15:37:08,60915,Peliyagoda,395
2022-11-04 15:37:14,60241,Hunumulla,544
2022-11-04 15:37:20,60210,Midland,237
2022-11-04 15:37:27,59584,Pitipana,8975
2022-11-04 15:37:33,60915,Peliyagoda,395
2022-11-04 15:37:42,60241,Hunumulla,544
2022-11-04 15:37:49,59584,Pitipana,8975
2022-11-04 15:37:55,60915,Peliyagoda,394
2022-11-04 15:38:02,60241,Hunumulla,544
2022-11-04 15:38:08,60210,Midland,237
2022-11-04 15:38:14,60179,Kegalle,492
2022-11-04 15:38:21,60915,Peliyagoda,394
2022-11-04 15:38:27,60241,Hunumulla,544
2022-11-04 15:38:33,60210,Midland,237
2022-11-04 15:38:40,60179,Kegalle,493
2022-11-04 15:38:46,60915,Peliyagoda,393
2022-11-04 15:38:53,60241,Hunumulla,544
2022-11-04 15:39:00,60210,Midland,237
2022-11-04 15:39:07,60915,Peliyagoda,393
2022-11-04 15:39:14,60241,Hunumulla,544
2022-11-04 15:39:22,60210,Midland,237
2022-11-04 15:39:29,60179,Kegalle,493
2022-11-04 15:39:36,60241,Hunumulla,544
2022-11-04 15:39:42,60210,Midland,237
2022-11-04 15:39:48,59584,Pitipana,8975
2022-11-04 15:39:54,60915,Peliyagoda,393
2022-11-04 15:40:00,60241,Hunumulla,544
2022-11-04 15:40:06,60210,Midland,237
2022-11-04 15:40:13,59584,Pitipana,8950
2022-11-04 15:40:20,60915,Peliyagoda,392
2022-11-04 15:40:27,60241,Hunumulla,544
2022-11-04 15:40:33,60210,Midland,237
2022-11-04 15:40:39,59584,Pitipana,8950
2022-11-04 15:40:45,60915,Peliyagoda,392
2022-11-04 15:40:52,60241,Hunumulla,544
2022-11-04 15:40:58,59584,Pitipana,8950
2022-11-04 15:41:05,60179,Kegalle,493
2022-11-04 15:41:11,60241,Hunumulla,544
2022-11-04 15:41:19,59584,Pitipana,8975
2022-11-04 15:41:26,60179,Kegalle,493
2022-11-04 15:41:34,60210,Midland,237
2022-11-04 15:41:41,60241,Hunumulla,544
2022-11-04 15:41:48,59584,Pitipana,8975
2022-11-04 15:41:54,60179,Kegalle,493
2022-11-04 15:42:00,60241,Hunumulla,544
2022-11-04 15:42:07,59584,Pitipana,8975
2022-11-04 15:42:13,60179,Kegalle,493
2022-11-04 15:42:20,60915,Peliyagoda,391
2022-11-04 15:42:26,60241,Hunumulla,544
2022-11-04 15:42:33,59584,Pitipana,8950
2022-11-04 15:42:39,60179,Kegalle,493
2022-11-04 15:42:46,60915,Peliyagoda,391
2022-11-04 15:42:53,60241,Hunumulla,544
2022-11-04 15:42:59,59584,Pitipana,8950
2022-11-04 15:43:05,60179,Kegalle,493
2022-11-04 15:43:12,60210,Midland,237
2022-11-04 15:43:19,59584,Pitipana,8950
2022-11-04 15:43:25,60179,Kegalle,493
2022-11-04 15:43:31,60915,Peliyagoda,390
2022-11-04 15:43:38,60210,Midland,237
2022-11-04 15:43:44,59584,Pitipana,8950
2022-11-04 15:43:50,60179,Kegalle,493
2022-11-04 15:43:56,60915,Peliyagoda,390
2022-11-04 15:44:02,60210,Midland,237
2022-11-04 15:44:09,59584,Pitipana,8950
2022-11-04 15:44:15,60179,Kegalle,493
2022-11-04 15:44:21,60210,Midland,237
2022-11-04 15:44:27,60241,Hunumulla,544
2022-11-04 15:44:33,59584,Pitipana,8950
2022-11-04 15:44:40,60179,Kegalle,493
2022-11-04 15:44:46,60210,Midland,237
2022-11-04 15:44:52,60241,Hunumulla,544
2022-11-04 15:44:58,59584,Pitipana,8950
2022-11-04 15:45:04,60179,Kegalle,493
2022-11-04 15:45:11,60241,Hunumulla,544
2022-11-04 15:45:17,60210,Midland,237
2022-11-04 15:45:24,59584,Pitipana,8950
2022-11-04 15:45:30,60179,Kegalle,493
2022-11-04 15:45:37,60241,Hunumulla,544
2022-11-04 15:45:45,59584,Pitipana,8950
2022-11-04 15:45:51,60179,Kegalle,493
2022-11-04 15:45:57,60241,Hunumulla,544
2022-11-04 15:46:03,60210,Midland,237
2022-11-04 15:46:10,59584,Pitipana,8950
2022-11-04 15:46:16,60179,Kegalle,493
2022-11-04 15:46:22,60241,Hunumulla,544
2022-11-04 15:46:29,60210,Midland,237
2022-11-04 15:46:35,59584,Pitipana,8950
2022-11-04 15:46:42,60179,Kegalle,493
2022-11-04 15:46:48,60241,Hunumulla,544
2022-11-04 15:46:54,60210,Midland,237
2022-11-04 15:47:01,59584,Pitipana,8950
2022-11-04 15:47:08,60915,Peliyagoda,388
2022-11-04 15:47:14,60241,Hunumulla,545
2022-11-04 15:47:21,59584,Pitipana,8950
2022-11-04 15:47:27,60915,Peliyagoda,387
2022-11-04 15:47:34,60241,Hunumulla,545
2022-11-04 15:47:40,60210,Midland,237
2022-11-04 15:47:47,59584,Pitipana,8950
2022-11-04 15:47:53,60915,Peliyagoda,387
2022-11-04 15:48:00,60241,Hunumulla,545
2022-11-04 15:48:07,60210,Midland,237
2022-11-04 15:48:15,59584,Pitipana,8950
2022-11-04 15:48:22,60241,Hunumulla,545
2022-11-04 15:48:29,60210,Midland,237
2022-11-04 15:48:35,59584,Pitipana,8950
2022-11-04 15:48:42,60915,Peliyagoda,386
2022-11-04 15:48:49,60241,Hunumulla,545
2022-11-04 15:48:57,60210,Midland,237
2022-11-04 15:49:03,59584,Pitipana,8950
2022-11-04 15:49:11,60241,Hunumulla,545
2022-11-04 15:49:17,60210,Midland,237
2022-11-04 15:49:23,59584,Pitipana,8950
2022-11-04 15:49:29,60915,Peliyagoda,385
2022-11-04 15:49:36,60241,Hunumulla,544
2022-11-04 15:49:44,60210,Midland,237
2022-11-04 15:49:50,60915,Peliyagoda,384
2022-11-04 15:49:57,60179,Kegalle,494
2022-11-04 15:50:03,60241,Hunumulla,544
2022-11-04 15:50:09,60210,Midland,237
2022-11-04 15:50:16,60915,Peliyagoda,384
2022-11-04 15:50:22,60241,Hunumulla,544
2022-11-04 15:50:28,60210,Midland,238
2022-11-04 15:50:35,60915,Peliyagoda,384
2022-11-04 15:50:41,59584,Pitipana,8950
2022-11-04 15:50:48,60241,Hunumulla,545
2022-11-04 15:50:54,60210,Midland,238
2022-11-04 15:51:01,60915,Peliyagoda,384
2022-11-04 15:51:08,60179,Kegalle,494
2022-11-04 15:51:15,60241,Hunumulla,545
2022-11-04 15:51:21,60210,Midland,238
2022-11-04 15:51:28,60915,Peliyagoda,384
2022-11-04 15:51:35,60179,Kegalle,494
2022-11-04 15:51:46,60915,Peliyagoda,383
2022-11-04 15:51:52,59584,Pitipana,8950
2022-11-04 15:51:58,60241,Hunumulla,545
2022-11-04 15:52:09,60915,Peliyagoda,383
2022-11-04 15:52:15,59584,Pitipana,8950
2022-11-04 15:52:21,60179,Kegalle,494
2022-11-04 15:52:28,60241,Hunumulla,545
2022-11-04 15:52:34,60915,Peliyagoda,383
2022-11-04 15:52:41,59584,Pitipana,8925
2022-11-04 15:52:47,60241,Hunumulla,545
2022-11-04 15:52:57,60915,Peliyagoda,382
2022-11-04 15:53:03,59584,Pitipana,8925
2022-11-04 15:53:09,60210,Midland,238
2022-11-04 15:53:16,60241,Hunumulla,545
2022-11-04 15:53:22,60915,Peliyagoda,382
2022-11-04 15:53:28,59584,Pitipana,8925
2022-11-04 15:53:34,60179,Kegalle,493
2022-11-04 15:53:40,60241,Hunumulla,545
2022-11-04 15:53:46,60915,Peliyagoda,382
2022-11-04 15:53:53,59584,Pitipana,8950
2022-11-04 15:53:59,60210,Midland,238
2022-11-04 15:54:08,60915,Peliyagoda,381
2022-11-04 15:54:16,59584,Pitipana,8925
2022-11-04 15:54:22,60179,Kegalle,494
2022-11-04 15:54:32,60915,Peliyagoda,381
2022-11-04 15:54:38,59584,Pitipana,8950
2022-11-04 15:54:44,60179,Kegalle,494
2022-11-04 15:54:51,60241,Hunumulla,545
2022-11-04 15:54:57,60915,Peliyagoda,381
2022-11-04 15:55:04,59584,Pitipana,8950
2022-11-04 15:55:10,60179,Kegalle,494
2022-11-04 15:55:20,60915,Peliyagoda,380
2022-11-04 15:55:26,59584,Pitipana,8925
2022-11-04 15:55:32,60179,Kegalle,494
2022-11-04 15:55:38,60210,Midland,238
2022-11-04 15:55:44,60915,Peliyagoda,380
2022-11-04 15:55:50,59584,Pitipana,8925
2022-11-04 15:55:56,60179,Kegalle,494
2022-11-04 15:56:03,60210,Midland,238
2022-11-04 15:56:09,60915,Peliyagoda,380
2022-11-04 15:56:17,59584,Pitipana,8925
2022-11-04 15:56:24,60179,Kegalle,494
2022-11-04 15:56:31,60915,Peliyagoda,380
2022-11-04 15:56:38,59584,Pitipana,8925
2022-11-04 15:56:44,60179,Kegalle,494
2022-11-04 15:56:50,60241,Hunumulla,545
2022-11-04 15:56:56,60915,Peliyagoda,380
2022-11-04 15:57:02,59584,Pitipana,8950
2022-11-04 15:57:09,60179,Kegalle,494
2022-11-04 15:57:16,60210,Midland,238
2022-11-04 15:57:22,60915,Peliyagoda,380
2022-11-04 15:57:28,59584,Pitipana,8925
2022-11-04 15:57:34,60179,Kegalle,494
2022-11-04 15:57:41,60210,Midland,238
2022-11-04 15:57:47,60915,Peliyagoda,380
2022-11-04 15:57:54,59584,Pitipana,8925
2022-11-04 15:58:00,60241,Hunumulla,545
2022-11-04 15:58:06,60210,Midland,238
2022-11-04 15:58:13,60915,Peliyagoda,380
2022-11-04 15:58:19,59584,Pitipana,8925
2022-11-04 15:58:26,60241,Hunumulla,545
2022-11-04 15:58:32,60210,Midland,238
2022-11-04 15:58:39,60915,Peliyagoda,380
2022-11-04 15:58:45,59584,Pitipana,8925
2022-11-04 15:58:53,60210,Midland,238
2022-11-04 15:59:00,60915,Peliyagoda,380
2022-11-04 15:59:06,59584,Pitipana,8925
2022-11-04 15:59:13,60241,Hunumulla,545
2022-11-04 15:59:19,60210,Midland,238
2022-11-04 15:59:25,60915,Peliyagoda,379
2022-11-04 15:59:32,59584,Pitipana,8925
2022-11-04 15:59:39,60241,Hunumulla,545
2022-11-04 15:59:45,60210,Midland,238
2022-11-04 15:59:51,60915,Peliyagoda,380
2022-11-04 15:59:58,59584,Pitipana,8950
2022-11-04 16:00:05,60210,Midland,238
2022-11-04 16:00:11,60915,Peliyagoda,380
2022-11-04 16:00:18,59584,Pitipana,8925
2022-11-04 16:00:24,60179,Kegalle,494
2022-11-04 16:00:31,60210,Midland,238
2022-11-04 16:00:39,60915,Peliyagoda,380
2022-11-04 16:00:45,59584,Pitipana,8925
2022-11-04 16:00:52,60210,Midland,238
2022-11-04 16:00:59,60915,Peliyagoda,380
2022-11-04 16:01:05,59584,Pitipana,8950
2022-11-04 16:01:11,60179,Kegalle,494
2022-11-04 16:01:17,60210,Midland,238
2022-11-04 16:01:23,60915,Peliyagoda,380
2022-11-04 16:01:30,59584,Pitipana,8925
2022-11-04 16:01:36,60179,Kegalle,494
2022-11-04 16:01:42,60210,Midland,238
2022-11-04 16:01:48,60915,Peliyagoda,380
2022-11-04 16:01:55,59584,Pitipana,8925
2022-11-04 16:02:01,60179,Kegalle,494
2022-11-04 16:02:07,60210,Midland,238
2022-11-04 16:02:14,60915,Peliyagoda,380
2022-11-04 16:02:21,59584,Pitipana,8925
2022-11-04 16:02:29,60210,Midland,238
2022-11-04 16:02:35,60915,Peliyagoda,381
2022-11-04 16:02:42,59584,Pitipana,8925
2022-11-04 16:02:48,60241,Hunumulla,545
2022-11-04 16:02:54,60210,Midland,238
2022-11-04 16:03:00,60915,Peliyagoda,381
2022-11-04 16:03:06,59584,Pitipana,8950
2022-11-04 16:03:12,60241,Hunumulla,545
2022-11-04 16:03:19,60210,Midland,238
2022-11-04 16:03:25,60915,Peliyagoda,381
2022-11-04 16:03:32,59584,Pitipana,8925
2022-11-04 16:03:38,60241,Hunumulla,545
2022-11-04 16:03:44,60915,Peliyagoda,381
2022-11-04 16:03:50,60210,Midland,238
2022-11-04 16:03:56,59584,Pitipana,8925
2022-11-04 16:04:02,60241,Hunumulla,545
2022-11-04 16:04:08,60915,Peliyagoda,381
2022-11-04 16:04:14,60210,Midland,238
2022-11-04 16:04:20,59584,Pitipana,8925
2022-11-04 16:04:30,60915,Peliyagoda,381
2022-11-04 16:04:36,60210,Midland,238
2022-11-04 16:04:45,59584,Pitipana,8950
2022-11-04 16:04:54,60915,Peliyagoda,382
2022-11-04 16:05:00,60210,Midland,238
2022-11-04 16:05:06,59584,Pitipana,8925
2022-11-04 16:05:12,60241,Hunumulla,545
2022-11-04 16:05:18,60915,Peliyagoda,382
2022-11-04 16:05:24,60210,Midland,238
2022-11-04 16:05:30,60241,Hunumulla,545
2022-11-04 16:05:37,59584,Pitipana,8925
2022-11-04 16:05:43,60915,Peliyagoda,382
2022-11-04 16:05:49,60210,Midland,238
2022-11-04 16:05:55,60241,Hunumulla,545
2022-11-04 16:06:01,59584,Pitipana,8925
2022-11-04 16:06:07,60915,Peliyagoda,383
2022-11-04 16:06:13,60210,Midland,238
2022-11-04 16:06:20,60241,Hunumulla,545
2022-11-04 16:06:26,59584,Pitipana,8925
2022-11-04 16:06:31,60915,Peliyagoda,383
2022-11-04 16:06:39,60210,Midland,238
2022-11-04 16:06:46,60241,Hunumulla,545
2022-11-04 16:06:58,60915,Peliyagoda,383
2022-11-04 16:07:05,60210,Midland,238
2022-11-04 16:07:11,60241,Hunumulla,545
2022-11-04 16:07:18,60915,Peliyagoda,383
2022-11-04 16:07:24,60210,Midland,238
2022-11-04 16:07:32,60241,Hunumulla,545
2022-11-04 16:07:38,59584,Pitipana,8925
2022-11-04 16:07:45,60915,Peliyagoda,384
2022-11-04 16:07:52,60210,Midland,238
2022-11-04 16:07:58,60241,Hunumulla,545
2022-11-04 16:08:05,60915,Peliyagoda,384
2022-11-04 16:08:13,60210,Midland,238
2022-11-04 16:08:19,60241,Hunumulla,545
2022-11-04 16:08:26,59584,Pitipana,8925
2022-11-04 16:08:33,60915,Peliyagoda,384
2022-11-04 16:08:41,60210,Midland,238
2022-11-04 16:08:49,60241,Hunumulla,545
2022-11-04 16:08:55,60915,Peliyagoda,384
2022-11-04 16:09:02,60210,Midland,238
2022-11-04 16:09:08,60241,Hunumulla,545
2022-11-04 16:09:15,59584,Pitipana,8925
2022-11-04 16:09:21,60915,Peliyagoda,384
2022-11-04 16:09:28,60210,Midland,238
2022-11-04 16:09:34,60241,Hunumulla,545
2022-11-04 16:09:40,60179,Kegalle,495
2022-11-04 16:09:46,60915,Peliyagoda,384
2022-11-04 16:09:53,60210,Midland,238
2022-11-04 16:09:59,60241,Hunumulla,545
2022-11-04 16:10:06,60915,Peliyagoda,384
2022-11-04 16:10:14,60210,Midland,238
2022-11-04 16:10:21,60241,Hunumulla,545
2022-11-04 16:10:27,59584,Pitipana,8925
2022-11-04 16:10:34,60915,Peliyagoda,384
2022-11-04 16:10:40,60210,Midland,238
2022-11-04 16:10:46,60241,Hunumulla,545
2022-11-04 16:10:53,60179,Kegalle,495
2022-11-04 16:11:00,60915,Peliyagoda,385
2022-11-04 16:11:10,60210,Midland,238
2022-11-04 16:11:17,59584,Pitipana,8925
2022-11-04 16:11:23,60915,Peliyagoda,385
2022-11-04 16:11:29,60210,Midland,238
2022-11-04 16:11:35,60241,Hunumulla,545
2022-11-04 16:11:41,60179,Kegalle,495
2022-11-04 16:11:47,60915,Peliyagoda,385
2022-11-04 16:11:54,60210,Midland,238
2022-11-04 16:12:00,60241,Hunumulla,545
2022-11-04 16:12:06,60915,Peliyagoda,385
2022-11-04 16:12:16,60210,Midland,238
2022-11-04 16:12:22,60241,Hunumulla,545
2022-11-04 16:12:28,59584,Pitipana,8925
2022-11-04 16:12:34,60915,Peliyagoda,386
2022-11-04 16:12:41,60210,Midland,238
2022-11-04 16:12:47,60241,Hunumulla,545
2022-11-04 16:12:53,60179,Kegalle,495
2022-11-04 16:13:00,60915,Peliyagoda,386
2022-11-04 16:13:06,60241,Hunumulla,545
2022-11-04 16:13:12,60210,Midland,238
2022-11-04 16:13:19,60915,Peliyagoda,386
2022-11-04 16:13:28,60210,Midland,238
2022-11-04 16:13:35,60241,Hunumulla,545
2022-11-04 16:13:42,59584,Pitipana,8925
2022-11-04 16:13:53,60241,Hunumulla,545
2022-11-04 16:13:59,60210,Midland,239
2022-11-04 16:14:06,60179,Kegalle,495
2022-11-04 16:14:12,60915,Peliyagoda,387
2022-11-04 16:14:18,60241,Hunumulla,545
2022-11-04 16:14:25,60210,Midland,238
2022-11-04 16:14:31,60915,Peliyagoda,387
2022-11-04 16:14:40,60241,Hunumulla,545
2022-11-04 16:14:47,60210,Midland,239
2022-11-04 16:14:53,59584,Pitipana,8925
2022-11-04 16:15:01,60915,Peliyagoda,388
2022-11-04 16:15:07,60241,Hunumulla,545
2022-11-04 16:15:14,60210,Midland,238
2022-11-04 16:15:22,60915,Peliyagoda,388
2022-11-04 16:15:29,60241,Hunumulla,545
2022-11-04 16:15:36,60210,Midland,238
2022-11-04 16:15:42,59584,Pitipana,8925
2022-11-04 16:15:53,60241,Hunumulla,545
2022-11-04 16:16:00,60210,Midland,238
2022-11-04 16:16:06,59584,Pitipana,8925
2022-11-04 16:16:13,60915,Peliyagoda,388
2022-11-04 16:16:20,60241,Hunumulla,545
2022-11-04 16:16:27,60210,Midland,238
2022-11-04 16:16:33,60915,Peliyagoda,388
2022-11-04 16:16:40,60241,Hunumulla,545
2022-11-04 16:16:47,60210,Midland,238
2022-11-04 16:16:54,59584,Pitipana,8925
2022-11-04 16:17:04,60241,Hunumulla,545
2022-11-04 16:17:11,60210,Midland,238
2022-11-04 16:17:17,59584,Pitipana,8925
2022-11-04 16:17:23,60915,Peliyagoda,389
2022-11-04 16:17:29,60241,Hunumulla,545
2022-11-04 16:17:36,59584,Pitipana,8925
2022-11-04 16:17:42,60179,Kegalle,495
2022-11-04 16:17:48,60915,Peliyagoda,389
2022-11-04 16:17:54,60241,Hunumulla,545
2022-11-04 16:18:01,59584,Pitipana,8925
2022-11-04 16:18:08,60179,Kegalle,495
2022-11-04 16:18:16,60241,Hunumulla,545
2022-11-04 16:18:23,59584,Pitipana,8925
2022-11-04 16:18:29,60179,Kegalle,495
2022-11-04 16:18:40,60241,Hunumulla,545
2022-11-04 16:18:47,59584,Pitipana,8925
2022-11-04 16:18:52,60179,Kegalle,495
2022-11-04 16:18:59,60210,Midland,238
2022-11-04 16:19:05,60241,Hunumulla,545
2022-11-04 16:19:11,59584,Pitipana,8925
2022-11-04 16:19:17,60179,Kegalle,495
2022-11-04 16:19:27,60241,Hunumulla,545
2022-11-04 16:19:35,59584,Pitipana,8925
2022-11-04 16:19:41,60179,Kegalle,495
2022-11-04 16:19:48,60210,Midland,238
2022-11-04 16:19:56,60241,Hunumulla,545
2022-11-04 16:20:02,59584,Pitipana,8925
2022-11-04 16:20:08,60179,Kegalle,495
2022-11-04 16:20:14,60210,Midland,238
2022-11-04 16:20:21,60241,Hunumulla,545
2022-11-04 16:20:27,59584,Pitipana,8925
2022-11-04 16:20:34,60179,Kegalle,496
2022-11-04 16:20:41,60241,Hunumulla,545
2022-11-04 16:20:48,59584,Pitipana,8925
2022-11-04 16:20:55,60915,Peliyagoda,390
2022-11-04 16:21:01,60210,Midland,239
2022-11-04 16:21:07,60241,Hunumulla,545
2022-11-04 16:21:14,59584,Pitipana,8925
2022-11-04 16:21:21,60179,Kegalle,495
2022-11-04 16:21:28,60241,Hunumulla,545
2022-11-04 16:21:38,60179,Kegalle,495
2022-11-04 16:21:44,60915,Peliyagoda,390
2022-11-04 16:21:51,60210,Midland,239
2022-11-04 16:21:57,60241,Hunumulla,545
2022-11-04 16:22:03,60915,Peliyagoda,390
2022-11-04 16:22:09,60179,Kegalle,495
2022-11-04 16:22:15,60210,Midland,239
2022-11-04 16:22:21,60241,Hunumulla,545
2022-11-04 16:22:27,60179,Kegalle,496
2022-11-04 16:22:34,60915,Peliyagoda,390
2022-11-04 16:22:41,60241,Hunumulla,545
2022-11-04 16:22:49,60915,Peliyagoda,390
2022-11-04 16:22:55,60179,Kegalle,496
2022-11-04 16:23:00,60210,Midland,239
2022-11-04 16:23:06,60241,Hunumulla,545
2022-11-04 16:23:13,60915,Peliyagoda,389
2022-11-04 16:23:18,60179,Kegalle,496
2022-11-04 16:23:24,60210,Midland,239
2022-11-04 16:23:30,60241,Hunumulla,545
2022-11-04 16:23:37,60915,Peliyagoda,389
2022-11-04 16:23:43,60179,Kegalle,495
2022-11-04 16:23:49,60210,Midland,239
2022-11-04 16:23:55,60241,Hunumulla,545
2022-11-04 16:24:02,60915,Peliyagoda,389
2022-11-04 16:24:07,60179,Kegalle,496
2022-11-04 16:24:13,59584,Pitipana,8925
2022-11-04 16:24:20,60241,Hunumulla,545
2022-11-04 16:24:26,60915,Peliyagoda,389
2022-11-04 16:24:32,60179,Kegalle,496
2022-11-04 16:24:38,59584,Pitipana,8925
2022-11-04 16:24:44,60241,Hunumulla,545
2022-11-04 16:24:50,60915,Peliyagoda,389
2022-11-04 16:24:56,60179,Kegalle,496
2022-11-04 16:25:02,59584,Pitipana,8925
2022-11-04 16:25:08,60241,Hunumulla,545
2022-11-04 16:25:14,60915,Peliyagoda,389
2022-11-04 16:25:20,60179,Kegalle,496
2022-11-04 16:25:27,59584,Pitipana,8925
