id,timestamp,deviceID,site,pressure
108,2022-11-04 15:27:45,59584,Pitipana,8950
109,2022-11-04 15:27:51,60210,Midland,236
110,2022-11-04 15:27:58,60915,Peliyagoda,404
111,2022-11-04 15:28:05,60241,Hunumulla,544
112,2022-11-04 15:28:13,60179,Kegalle,493
113,2022-11-04 15:28:20,60210,Midland,237
114,2022-11-04 15:28:27,60241,Hunumulla,544
115,2022-11-04 15:28:33,59584,Pitipana,8975
116,2022-11-04 15:28:40,60210,Midland,237
117,2022-11-04 15:28:46,60915,Peliyagoda,403
118,2022-11-04 15:28:53,60241,Hunumulla,544
119,2022-11-04 15:35:28,60915,Peliyagoda,398
120,2022-11-04 15:35:34,60241,Hunumulla,544
121,2022-11-04 15:35:40,60241,Hunumulla,544
122,2022-11-04 15:35:46,59584,Pitipana,8975
123,2022-11-04 15:35:53,60915,Peliyagoda,397
124,2022-11-04 15:36:01,60241,Hunumulla,544
125,2022-11-04 15:36:07,60210,Midland,237
126,2022-11-04 15:36:14,60179,Kegalle,493
127,2022-11-04 15:36:20,60915,Peliyagoda,396
128,2022-11-04 15:36:27,60241,Hunumulla,544
129,2022-11-04 15:36:34,60210,Midland,237
130,2022-11-04 15:36:41,60915,Peliyagoda,396
131,2022-11-04 15:36:48,60241,Hunumulla,544
132,2022-11-04 15:36:54,60210,Midland,237
133,2022-11-04 15:37:01,59584,Pitipana,8975
134,2022-11-04 15:37:08,60915,Peliyagoda,395
135,2022-11-04 15:37:14,60241,Hunumulla,544
136,2022-11-04 15:37:20,60210,Midland,237
137,2022-11-04 15:37:27,59584,Pitipana,8975
138,2022-11-04 15:37:33,60915,Peliyagoda,395
139,2022-11-04 15:37:42,60241,Hunumulla,544
140,2022-11-04 15:37:49,59584,Pitipana,8975
141,2022-11-04 15:37:55,60915,Peliyagoda,394
142,2022-11-04 15:38:02,60241,Hunumulla,544
143,2022-11-04 15:38:08,60210,Midland,237
144,2022-11-04 15:38:14,60179,Kegalle,492
145,2022-11-04 15:38:21,60915,Peliyagoda,394
146,2022-11-04 15:38:27,60241,Hunumulla,544
147,2022-11-04 15:38:33,60210,Midland,237
148,2022-11-04 15:38:40,60179,Kegalle,493
149,2022-11-04 15:38:46,60915,Peliyagoda,393
150,2022-11-04 15:38:53,60241,Hunumulla,544
151,2022-11-04 15:39:00,60210,Midland,237
152,2022-11-04 15:39:07,60915,Peliyagoda,393
153,2022-11-04 15:39:14,60241,Hunumulla,544
154,2022-11-04 15:39:22,60210,Midland,237
155,2022-11-04 15:39:29,60179,Kegalle,493
156,2022-11-04 15:39:36,60241,Hunumulla,544
157,2022-11-04 15:39:42,60210,Midland,237
158,2022-11-04 15:39:48,59584,Pitipana,8975
159,2022-11-04 15:39:54,60915,Peliyagoda,393
160,2022-11-04 15:40:00,60241,Hunumulla,544
161,2022-11-04 15:40:06,60210,Midland,237
162,2022-11-04 15:40:13,59584,Pitipana,8950
163,2022-11-04 15:40:20,60915,Peliyagoda,392
164,2022-11-04 15:40:27,60241,Hunumulla,544
165,2022-11-04 15:40:33,60210,Midland,237
166,2022-11-04 15:40:39,59584,Pitipana,8950
167,2022-11-04 15:40:45,60915,Peliyagoda,392
168,2022-11-04 15:40:52,60241,Hunumulla,544
169,2022-11-04 15:40:58,59584,Pitipana,8950
170,2022-11-04 15:41:05,60179,Kegalle,493
171,2022-11-04 15:41:11,60241,Hunumulla,544
172,2022-11-04 15:41:19,59584,Pitipana,8975
173,2022-11-04 15:41:26,60179,Kegalle,493
174,2022-11-04 15:41:34,60210,Midland,237
175,2022-11-04 15:41:41,60241,Hunumulla,544
176,2022-11-04 15:41:48,59584,Pitipana,8975
177,2022-11-04 15:41:54,60179,Kegalle,493
178,2022-11-04 15:42:00,60241,Hunumulla,544
179,2022-11-04 15:42:07,59584,Pitipana,8975
180,2022-11-04 15:42:13,60179,Kegalle,493
181,2022-11-04 15:42:20,60915,Peliyagoda,391
182,2022-11-04 15:42:26,60241,Hunumulla,544
183,2022-11-04 15:42:33,59584,Pitipana,8950
184,2022-11-04 15:42:39,60179,Kegalle,493
185,2022-11-04 15:42:46,60915,Peliyagoda,391
186,2022-11-04 15:42:53,60241,Hunumulla,544
187,2022-11-04 15:42:59,59584,Pitipana,8950
188,2022-11-04 15:43:05,60179,Kegalle,493
189,2022-11-04 15:43:12,60210,Midland,237
190,2022-11-04 15:43:19,59584,Pitipana,8950
191,2022-11-04 15:43:25,60179,Kegalle,493
192,2022-11-04 15:43:31,60915,Peliyagoda,390
193,2022-11-04 15:43:38,60210,Midland,237
194,2022-11-04 15:43:44,59584,Pitipana,8950
195,2022-11-04 15:43:50,60179,Kegalle,493
196,2022-11-04 15:43:56,60915,Peliyagoda,390
197,2022-11-04 15:44:02,60210,Midland,237
198,2022-11-04 15:44:09,59584,Pitipana,8950
199,2022-11-04 15:44:15,60179,Kegalle,493
200,2022-11-04 15:44:21,60210,Midland,237
201,2022-11-04 15:44:27,60241,Hunumulla,544
202,2022-11-04 15:44:33,59584,Pitipana,8950
203,2022-11-04 15:44:40,60179,Kegalle,493
204,2022-11-04 15:44:46,60210,Midland,237
205,2022-11-04 15:44:52,60241,Hunumulla,544
206,2022-11-04 15:44:58,59584,Pitipana,8950
207,2022-11-04 15:45:04,60179,Kegalle,493
208,2022-11-04 15:45:11,60241,Hunumulla,544
209,2022-11-04 15:45:17,60210,Midland,237
210,2022-11-04 15:45:24,59584,Pitipana,8950
211,2022-11-04 15:45:30,60179,Kegalle,493
212,2022-11-04 15:45:37,60241,Hunumulla,544
213,2022-11-04 15:45:45,59584,Pitipana,8950
214,2022-11-04 15:45:51,60179,Kegalle,493
215,2022-11-04 15:45:57,60241,Hunumulla,544
216,2022-11-04 15:46:03,60210,Midland,237
217,2022-11-04 15:46:10,59584,Pitipana,8950
218,2022-11-04 15:46:16,60179,Kegalle,493
219,2022-11-04 15:46:22,60241,Hunumulla,544
220,2022-11-04 15:46:29,60210,Midland,237
221,2022-11-04 15:46:35,59584,Pitipana,8950
222,2022-11-04 15:46:42,60179,Kegalle,493
223,2022-11-04 15:46:48,60241,Hunumulla,544
224,2022-11-04 15:46:54,60210,Midland,237
225,2022-11-04 15:47:01,59584,Pitipana,8950
226,2022-11-04 15:47:08,60915,Peliyagoda,388
227,2022-11-04 15:47:14,60241,Hunumulla,545
228,2022-11-04 15:47:21,59584,Pitipana,8950
229,2022-11-04 15:47:27,60915,Peliyagoda,387
230,2022-11-04 15:47:34,60241,Hunumulla,545
231,2022-11-04 15:47:40,60210,Midland,237
232,2022-11-04 15:47:47,59584,Pitipana,8950
233,2022-11-04 15:47:53,60915,Peliyagoda,387
234,2022-11-04 15:48:00,60241,Hunumulla,545
235,2022-11-04 15:48:07,60210,Midland,237
236,2022-11-04 15:48:15,59584,Pitipana,8950
237,2022-11-04 15:48:22,60241,Hunumulla,545
238,2022-11-04 15:48:29,60210,Midland,237
239,2022-11-04 15:48:35,59584,Pitipana,8950
240,2022-11-04 15:48:42,60915,Peliyagoda,386
241,2022-11-04 15:48:49,60241,Hunumulla,545
242,2022-11-04 15:48:57,60210,Midland,237
243,2022-11-04 15:49:03,59584,Pitipana,8950
244,2022-11-04 15:49:11,60241,Hunumulla,545
245,2022-11-04 15:49:17,60210,Midland,237
246,2022-11-04 15:49:23,59584,Pitipana,8950
247,2022-11-04 15:49:29,60915,Peliyagoda,385
248,2022-11-04 15:49:36,60241,Hunumulla,544
249,2022-11-04 15:49:44,60210,Midland,237
250,2022-11-04 15:49:50,60915,Peliyagoda,384
251,2022-11-04 15:49:57,60179,Kegalle,494
252,2022-11-04 15:50:03,60241,Hunumulla,544
253,2022-11-04 15:50:09,60210,Midland,237
254,2022-11-04 15:50:16,60915,Peliyagoda,384
255,2022-11-04 15:50:22,60241,Hunumulla,544
256,2022-11-04 15:50:28,60210,Midland,238
257,2022-11-04 15:50:35,60915,Peliyagoda,384
258,2022-11-04 15:50:41,59584,Pitipana,8950
259,2022-11-04 15:50:48,60241,Hunumulla,545
260,2022-11-04 15:50:54,60210,Midland,238
261,2022-11-04 15:51:01,60915,Peliyagoda,384
262,2022-11-04 15:51:08,60179,Kegalle,494
263,2022-11-04 15:51:15,60241,Hunumulla,545
264,2022-11-04 15:51:21,60210,Midland,238
265,2022-11-04 15:51:28,60915,Peliyagoda,384
266,2022-11-04 15:51:35,60179,Kegalle,494
267,2022-11-04 15:51:46,60915,Peliyagoda,383
268,2022-11-04 15:51:52,59584,Pitipana,8950
269,2022-11-04 15:51:58,60241,Hunumulla,545
270,2022-11-04 15:52:09,60915,Peliyagoda,383
271,2022-11-04 15:52:15,59584,Pitipana,8950
272,2022-11-04 15:52:21,60179,Kegalle,494
273,2022-11-04 15:52:28,60241,Hunumulla,545
274,2022-11-04 15:52:34,60915,Peliyagoda,383
275,2022-11-04 15:52:41,59584,Pitipana,8925
276,2022-11-04 15:52:47,60241,Hunumulla,545
277,2022-11-04 15:52:57,60915,Peliyagoda,382
278,2022-11-04 15:53:03,59584,Pitipana,8925
279,2022-11-04 15:53:09,60210,Midland,238
280,2022-11-04 15:53:16,60241,Hunumulla,545
281,2022-11-04 15:53:22,60915,Peliyagoda,382
282,2022-11-04 15:53:28,59584,Pitipana,8925
283,2022-11-04 15:53:34,60179,Kegalle,493
284,2022-11-04 15:53:40,60241,Hunumulla,545
285,2022-11-04 15:53:46,60915,Peliyagoda,382
286,2022-11-04 15:53:53,59584,Pitipana,8950
287,2022-11-04 15:53:59,60210,Midland,238
288,2022-11-04 15:54:08,60915,Peliyagoda,381
289,2022-11-04 15:54:16,59584,Pitipana,8925
290,2022-11-04 15:54:22,60179,Kegalle,494
291,2022-11-04 15:54:32,60915,Peliyagoda,381
292,2022-11-04 15:54:38,59584,Pitipana,8950
293,2022-11-04 15:54:44,60179,Kegalle,494
294,2022-11-04 15:54:51,60241,Hunumulla,545
295,2022-11-04 15:54:57,60915,Peliyagoda,381
296,2022-11-04 15:55:04,59584,Pitipana,8950
297,2022-11-04 15:55:10,60179,Kegalle,494
298,2022-11-04 15:55:20,60915,Peliyagoda,380
299,2022-11-04 15:55:26,59584,Pitipana,8925
300,2022-11-04 15:55:32,60179,Kegalle,494
301,2022-11-04 15:55:38,60210,Midland,238
302,2022-11-04 15:55:44,60915,Peliyagoda,380
303,2022-11-04 15:55:50,59584,Pitipana,8925
304,2022-11-04 15:55:56,60179,Kegalle,494
305,2022-11-04 15:56:03,60210,Midland,238
306,2022-11-04 15:56:09,60915,Peliyagoda,380
307,2022-11-04 15:56:17,59584,Pitipana,8925
308,2022-11-04 15:56:24,60179,Kegalle,494
309,2022-11-04 15:56:31,60915,Peliyagoda,380
310,2022-11-04 15:56:38,59584,Pitipana,8925
311,2022-11-04 15:56:44,60179,Kegalle,494
312,2022-11-04 15:56:50,60241,Hunumulla,545
313,2022-11-04 15:56:56,60915,Peliyagoda,380
314,2022-11-04 15:57:02,59584,Pitipana,8950
315,2022-11-04 15:57:09,60179,Kegalle,494
316,2022-11-04 15:57:16,60210,Midland,238
317,2022-11-04 15:57:22,60915,Peliyagoda,380
318,2022-11-04 15:57:28,59584,Pitipana,8925
319,2022-11-04 15:57:34,60179,Kegalle,494
320,2022-11-04 15:57:41,60210,Midland,238
321,2022-11-04 15:57:47,60915,Peliyagoda,380
322,2022-11-04 15:57:54,59584,Pitipana,8925
323,2022-11-04 15:58:00,60241,Hunumulla,545
324,2022-11-04 15:58:06,60210,Midland,238
325,2022-11-04 15:58:13,60915,Peliyagoda,380
326,2022-11-04 15:58:19,59584,Pitipana,8925
327,2022-11-04 15:58:26,60241,Hunumulla,545
328,2022-11-04 15:58:32,60210,Midland,238
329,2022-11-04 15:58:39,60915,Peliyagoda,380
330,2022-11-04 15:58:45,59584,Pitipana,8925
331,2022-11-04 15:58:53,60210,Midland,238
332,2022-11-04 15:59:00,60915,Peliyagoda,380
333,2022-11-04 15:59:06,59584,Pitipana,8925
334,2022-11-04 15:59:13,60241,Hunumulla,545
335,2022-11-04 15:59:19,60210,Midland,238
336,2022-11-04 15:59:25,60915,Peliyagoda,379
337,2022-11-04 15:59:32,59584,Pitipana,8925
338,2022-11-04 15:59:39,60241,Hunumulla,545
339,2022-11-04 15:59:45,60210,Midland,238
340,2022-11-04 15:59:51,60915,Peliyagoda,380
341,2022-11-04 15:59:58,59584,Pitipana,8950
342,2022-11-04 16:00:05,60210,Midland,238
343,2022-11-04 16:00:11,60915,Peliyagoda,380
344,2022-11-04 16:00:18,59584,Pitipana,8925
345,2022-11-04 16:00:24,60179,Kegalle,494
346,2022-11-04 16:00:31,60210,Midland,238
347,2022-11-04 16:00:39,60915,Peliyagoda,380
348,2022-11-04 16:00:45,59584,Pitipana,8925
349,2022-11-04 16:00:52,60210,Midland,238
350,2022-11-04 16:00:59,60915,Peliyagoda,380
351,2022-11-04 16:01:05,59584,Pitipana,8950
352,2022-11-04 16:01:11,60179,Kegalle,494
353,2022-11-04 16:01:17,60210,Midland,238
354,2022-11-04 16:01:23,60915,Peliyagoda,380
355,2022-11-04 16:01:30,59584,Pitipana,8925
356,2022-11-04 16:01:36,60179,Kegalle,494
357,2022-11-04 16:01:42,60210,Midland,238
358,2022-11-04 16:01:48,60915,Peliyagoda,380
359,2022-11-04 16:01:55,59584,Pitipana,8925
360,2022-11-04 16:02:01,60179,Kegalle,494
361,2022-11-04 16:02:07,60210,Midland,238
362,2022-11-04 16:02:14,60915,Peliyagoda,380
363,2022-11-04 16:02:21,59584,Pitipana,8925
364,2022-11-04 16:02:29,60210,Midland,238
365,2022-11-04 16:02:35,60915,Peliyagoda,381
366,2022-11-04 16:02:42,59584,Pitipana,8925
367,2022-11-04 16:02:48,60241,Hunumulla,545
368,2022-11-04 16:02:54,60210,Midland,238
369,2022-11-04 16:03:00,60915,Peliyagoda,381
370,2022-11-04 16:03:06,59584,Pitipana,8950
371,2022-11-04 16:03:12,60241,Hunumulla,545
372,2022-11-04 16:03:19,60210,Midland,238
373,2022-11-04 16:03:25,60915,Peliyagoda,381
374,2022-11-04 16:03:32,59584,Pitipana,8925
375,2022-11-04 16:03:38,60241,Hunumulla,545
376,2022-11-04 16:03:44,60915,Peliyagoda,381
377,2022-11-04 16:03:50,60210,Midland,238
378,2022-11-04 16:03:56,59584,Pitipana,8925
379,2022-11-04 16:04:02,60241,Hunumulla,545
380,2022-11-04 16:04:08,60915,Peliyagoda,381
381,2022-11-04 16:04:14,60210,Midland,238
382,2022-11-04 16:04:20,59584,Pitipana,8925
383,2022-11-04 16:04:30,60915,Peliyagoda,381
384,2022-11-04 16:04:36,60210,Midland,238
385,2022-11-04 16:04:45,59584,Pitipana,8950
386,2022-11-04 16:04:54,60915,Peliyagoda,382
387,2022-11-04 16:05:00,60210,Midland,238
388,2022-11-04 16:05:06,59584,Pitipana,8925
389,2022-11-04 16:05:12,60241,Hunumulla,545
390,2022-11-04 16:05:18,60915,Peliyagoda,382
391,2022-11-04 16:05:24,60210,Midland,238
392,2022-11-04 16:05:30,60241,Hunumulla,545
393,2022-11-04 16:05:37,59584,Pitipana,8925
394,2022-11-04 16:05:43,60915,Peliyagoda,382
395,2022-11-04 16:05:49,60210,Midland,238
396,2022-11-04 16:05:55,60241,Hunumulla,545
397,2022-11-04 16:06:01,59584,Pitipana,8925
398,2022-11-04 16:06:07,60915,Peliyagoda,383
399,2022-11-04 16:06:13,60210,Midland,238
400,2022-11-04 16:06:20,60241,Hunumulla,545
401,2022-11-04 16:06:26,59584,Pitipana,8925
402,2022-11-04 16:06:31,60915,Peliyagoda,383
403,2022-11-04 16:06:39,60210,Midland,238
404,2022-11-04 16:06:46,60241,Hunumulla,545
405,2022-11-04 16:06:58,60915,Peliyagoda,383
406,2022-11-04 16:07:05,60210,Midland,238
407,2022-11-04 16:07:11,60241,Hunumulla,545
408,2022-11-04 16:07:18,60915,Peliyagoda,383
409,2022-11-04 16:07:24,60210,Midland,238
410,2022-11-04 16:07:32,60241,Hunumulla,545
411,2022-11-04 16:07:38,59584,Pitipana,8925
412,2022-11-04 16:07:45,60915,Peliyagoda,384
413,2022-11-04 16:07:52,60210,Midland,238
414,2022-11-04 16:07:58,60241,Hunumulla,545
415,2022-11-04 16:08:05,60915,Peliyagoda,384
416,2022-11-04 16:08:13,60210,Midland,238
417,2022-11-04 16:08:19,60241,Hunumulla,545
418,2022-11-04 16:08:26,59584,Pitipana,8925
419,2022-11-04 16:08:33,60915,Peliyagoda,384
420,2022-11-04 16:08:41,60210,Midland,238
421,2022-11-04 16:08:49,60241,Hunumulla,545
422,2022-11-04 16:08:55,60915,Peliyagoda,384
423,2022-11-04 16:09:02,60210,Midland,238
424,2022-11-04 16:09:08,60241,Hunumulla,545
425,2022-11-04 16:09:15,59584,Pitipana,8925
426,2022-11-04 16:09:21,60915,Peliyagoda,384
427,2022-11-04 16:09:28,60210,Midland,238
428,2022-11-04 16:09:34,60241,Hunumulla,545
429,2022-11-04 16:09:40,60179,Kegalle,495
430,2022-11-04 16:09:46,60915,Peliyagoda,384
431,2022-11-04 16:09:53,60210,Midland,238
432,2022-11-04 16:09:59,60241,Hunumulla,545
433,2022-11-04 16:10:06,60915,Peliyagoda,384
434,2022-11-04 16:10:14,60210,Midland,238
435,2022-11-04 16:10:21,60241,Hunumulla,545
436,2022-11-04 16:10:27,59584,Pitipana,8925
437,2022-11-04 16:10:34,60915,Peliyagoda,384
438,2022-11-04 16:10:40,60210,Midland,238
439,2022-11-04 16:10:46,60241,Hunumulla,545
440,2022-11-04 16:10:53,60179,Kegalle,495
441,2022-11-04 16:11:00,60915,Peliyagoda,385
442,2022-11-04 16:11:10,60210,Midland,238
443,2022-11-04 16:11:17,59584,Pitipana,8925
444,2022-11-04 16:11:23,60915,Peliyagoda,385
445,2022-11-04 16:11:29,60210,Midland,238
446,2022-11-04 16:11:35,60241,Hunumulla,545
447,2022-11-04 16:11:41,60179,Kegalle,495
448,2022-11-04 16:11:47,60915,Peliyagoda,385
449,2022-11-04 16:11:54,60210,Midland,238
450,2022-11-04 16:12:00,60241,Hunumulla,545
451,2022-11-04 16:12:06,60915,Peliyagoda,385
452,2022-11-04 16:12:16,60210,Midland,238
453,2022-11-04 16:12:22,60241,Hunumulla,545
454,2022-11-04 16:12:28,59584,Pitipana,8925
455,2022-11-04 16:12:34,60915,Peliyagoda,386
456,2022-11-04 16:12:41,60210,Midland,238
457,2022-11-04 16:12:47,60241,Hunumulla,545
458,2022-11-04 16:12:53,60179,Kegalle,495
459,2022-11-04 16:13:00,60915,Peliyagoda,386
460,2022-11-04 16:13:06,60241,Hunumulla,545
461,2022-11-04 16:13:12,60210,Midland,238
462,2022-11-04 16:13:19,60915,Peliyagoda,386
463,2022-11-04 16:13:28,60210,Midland,238
464,2022-11-04 16:13:35,60241,Hunumulla,545
465,2022-11-04 16:13:42,59584,Pitipana,8925
466,2022-11-04 16:13:53,60241,Hunumulla,545
467,2022-11-04 16:13:59,60210,Midland,239
468,2022-11-04 16:14:06,60179,Kegalle,495
469,2022-11-04 16:14:12,60915,Peliyagoda,387
470,2022-11-04 16:14:18,60241,Hunumulla,545
471,2022-11-04 16:14:25,60210,Midland,238
472,2022-11-04 16:14:31,60915,Peliyagoda,387
473,2022-11-04 16:14:40,60241,Hunumulla,545
474,2022-11-04 16:14:47,60210,Midland,239
475,2022-11-04 16:14:53,59584,Pitipana,8925
476,2022-11-04 16:15:01,60915,Peliyagoda,388
477,2022-11-04 16:15:07,60241,Hunumulla,545
478,2022-11-04 16:15:14,60210,Midland,238
479,2022-11-04 16:15:22,60915,Peliyagoda,388
480,2022-11-04 16:15:29,60241,Hunumulla,545
481,2022-11-04 16:15:36,60210,Midland,238
482,2022-11-04 16:15:42,59584,Pitipana,8925
483,2022-11-04 16:15:53,60241,Hunumulla,545
484,2022-11-04 16:16:00,60210,Midland,238
485,2022-11-04 16:16:06,59584,Pitipana,8925
486,2022-11-04 16:16:13,60915,Peliyagoda,388
487,2022-11-04 16:16:20,60241,Hunumulla,545
488,2022-11-04 16:16:27,60210,Midland,238
489,2022-11-04 16:16:33,60915,Peliyagoda,388
490,2022-11-04 16:16:40,60241,Hunumulla,545
491,2022-11-04 16:16:47,60210,Midland,238
492,2022-11-04 16:16:54,59584,Pitipana,8925
493,2022-11-04 16:17:04,60241,Hunumulla,545
494,2022-11-04 16:17:11,60210,Midland,238
495,2022-11-04 16:17:17,59584,Pitipana,8925
496,2022-11-04 16:17:23,60915,Peliyagoda,389
497,2022-11-04 16:17:29,60241,Hunumulla,545
498,2022-11-04 16:17:36,59584,Pitipana,8925
499,2022-11-04 16:17:42,60179,Kegalle,495
500,2022-11-04 16:17:48,60915,Peliyagoda,389
501,2022-11-04 16:17:54,60241,Hunumulla,545
502,2022-11-04 16:18:01,59584,Pitipana,8925
503,2022-11-04 16:18:08,60179,Kegalle,495
504,2022-11-04 16:18:16,60241,Hunumulla,545
505,2022-11-04 16:18:23,59584,Pitipana,8925
506,2022-11-04 16:18:29,60179,Kegalle,495
507,2022-11-04 16:18:40,60241,Hunumulla,545
508,2022-11-04 16:18:47,59584,Pitipana,8925
509,2022-11-04 16:18:52,60179,Kegalle,495
510,2022-11-04 16:18:59,60210,Midland,238
511,2022-11-04 16:19:05,60241,Hunumulla,545
512,2022-11-04 16:19:11,59584,Pitipana,8925
513,2022-11-04 16:19:17,60179,Kegalle,495
514,2022-11-04 16:19:27,60241,Hunumulla,545
515,2022-11-04 16:19:35,59584,Pitipana,8925
516,2022-11-04 16:19:41,60179,Kegalle,495
517,2022-11-04 16:19:48,60210,Midland,238
518,2022-11-04 16:19:56,60241,Hunumulla,545
519,2022-11-04 16:20:02,59584,Pitipana,8925
520,2022-11-04 16:20:08,60179,Kegalle,495
521,2022-11-04 16:20:14,60210,Midland,238
522,2022-11-04 16:20:21,60241,Hunumulla,545
523,2022-11-04 16:20:27,59584,Pitipana,8925
524,2022-11-04 16:20:34,60179,Kegalle,496
525,2022-11-04 16:20:41,60241,Hunumulla,545
526,2022-11-04 16:20:48,59584,Pitipana,8925
527,2022-11-04 16:20:55,60915,Peliyagoda,390
